version,downloadUrl,checksum,wrapperChecksum,gradlew,gradlewBat
6.7-rc-2,https://services.gradle.org/distributions/gradle-6.7-rc-2-bin.zip,34d87e1fe52cb50b9670cd7c817843273d40afa572a2d4f1b6f866daedfee8af,e996d452d2645e70c01c11143ca2d3742734a28da2bf61f25c82bdc288c9e637,be340f5d,4c6b9dc9
6.7-rc-3,https://services.gradle.org/distributions/gradle-6.7-rc-3-bin.zip,f4a236ffc777d6a4c25cdf7b1c45fe7024910afc65c88a9c9027aab9a765d295,e996d452d2645e70c01c11143ca2d3742734a28da2bf61f25c82bdc288c9e637,be340f5d,4c6b9dc9
6.7-rc-4,https://services.gradle.org/distributions/gradle-6.7-rc-4-bin.zip,01b4f3804b6c3f15ff3eb39e56efae55e265b6007c9fa3bd58b83b2dc4697dc4,e996d452d2645e70c01c11143ca2d3742734a28da2bf61f25c82bdc288c9e637,be340f5d,4c6b9dc9
6.7-rc-5,https://services.gradle.org/distributions/gradle-6.7-rc-5-bin.zip,c7c33aa33d32e4bd68df71deb5c6d00f2c4675d88b8a14748661196a717dfe2c,e996d452d2645e70c01c11143ca2d3742734a28da2bf61f25c82bdc288c9e637,be340f5d,4c6b9dc9
6.6.1,https://services.gradle.org/distributions/gradle-6.6.1-bin.zip,7873ed5287f47ca03549ab8dcb6dc877ac7f0e3d7b1eb12685161d10080910ac,e996d452d2645e70c01c11143ca2d3742734a28da2bf61f25c82bdc288c9e637,be340f5d,4c6b9dc9
6.6,https://services.gradle.org/distributions/gradle-6.6-bin.zip,e6f83508f0970452f56197f610d13c5f593baaf43c0e3c6a571e5967be754025,e996d452d2645e70c01c11143ca2d3742734a28da2bf61f25c82bdc288c9e637,be340f5d,4c6b9dc9
6.6-rc-4,https://services.gradle.org/distributions/gradle-6.6-rc-5-bin.zip,076f1c7d463cb8fa5fec51e1818e18fed9e6c5c6dc06ffa6325eef07a9746661,e996d452d2645e70c01c11143ca2d3742734a28da2bf61f25c82bdc288c9e637,be340f5d,4c6b9dc9
6.6-rc-3,https://services.gradle.org/distributions/gradle-6.6-rc-3-bin.zip,030078a5900466f172f1e59e0f3351280328693929de08ab10747103fb6d9faf,e996d452d2645e70c01c11143ca2d3742734a28da2bf61f25c82bdc288c9e637,be340f5d,4fcf87d
6.6-rc-2,https://services.gradle.org/distributions/gradle-6.6-rc-2-bin.zip,c981f305803093525a64aeee8adb356ef2b909b01b44f11a70c6ed6d6ea92fc5,e996d452d2645e70c01c11143ca2d3742734a28da2bf61f25c82bdc288c9e637,be340f5d,4fcf87d
6.6-rc-1,https://services.gradle.org/distributions/gradle-6.6-rc-1-bin.zip,2253ab246976353b225002ecba04859b5dbad0620f57052ef057fdcfcb888c5c,e996d452d2645e70c01c11143ca2d3742734a28da2bf61f25c82bdc288c9e637,be340f5d,4fcf87d
6.6-rc-6,https://services.gradle.org/distributions/gradle-6.6-rc-6-bin.zip,5d24a11971f2324bf55899e9c5cd84e85fe94c63ff0456b10a53f93f7a14d288,e996d452d2645e70c01c11143ca2d3742734a28da2bf61f25c82bdc288c9e637,be340f5d,4c6b9dc9
6.6-rc-5,https://services.gradle.org/distributions/gradle-6.6-rc-5-bin.zip,076f1c7d463cb8fa5fec51e1818e18fed9e6c5c6dc06ffa6325eef07a9746661,e996d452d2645e70c01c11143ca2d3742734a28da2bf61f25c82bdc288c9e637,be340f5d,4c6b9dc9
6.6-milestone-3,https://services.gradle.org/distributions/gradle-6.6-milestone-1-bin.zip,287d42827c2da3a27c8826cb791af3788ac7ed3bceed415125512c4140706c14,e996d452d2645e70c01c11143ca2d3742734a28da2bf61f25c82bdc288c9e637,97200f5d,4fcf87d
6.6-milestone-2,https://services.gradle.org/distributions/gradle-6.6-milestone-2-bin.zip,c7a17a7816572ec0ec3632fcae4e2d877db03cb53b9127e9f5ab60529e1699e2,e996d452d2645e70c01c11143ca2d3742734a28da2bf61f25c82bdc288c9e637,be340f5d,4fcf87d
6.6-milestone-1,https://services.gradle.org/distributions/gradle-6.6-milestone-1-bin.zip,287d42827c2da3a27c8826cb791af3788ac7ed3bceed415125512c4140706c14,e996d452d2645e70c01c11143ca2d3742734a28da2bf61f25c82bdc288c9e637,97200f5d,4fcf87d
6.5.1,https://services.gradle.org/distributions/gradle-6.5.1-bin.zip,50a7d30529fa939721fe9268a0205142f3f2302bcac5fb45b27a3902e58db54a,70239e6ca1f0d5e3b2808ef6d82390cf9ad58d3a3a0d271677a51d1b89475857,97200f5d,4fcf87d
6.5,https://services.gradle.org/distributions/gradle-6.5-bin.zip,23e7d37e9bb4f8dabb8a3ea7fdee9dd0428b9b1a71d298aefd65b11dccea220f,70239e6ca1f0d5e3b2808ef6d82390cf9ad58d3a3a0d271677a51d1b89475857,97200f5d,4fcf87d
6.5-rc-1,https://services.gradle.org/distributions/gradle-6.5-rc-1-bin.zip,fd64fa437cb3dfb53a037fff72cbe24e1280bc83ceb3bd35b2f96637ab6efeff,70239e6ca1f0d5e3b2808ef6d82390cf9ad58d3a3a0d271677a51d1b89475857,97200f5d,4fcf87d
6.5-milestone-1,https://services.gradle.org/distributions/gradle-6.5-milestone-2-bin.zip,3e269c619d1d19cbbcbd74165487a973d8ad307def9552883e601a93b60ced4b,70239e6ca1f0d5e3b2808ef6d82390cf9ad58d3a3a0d271677a51d1b89475857,97200f5d,4fcf87d
6.5-milestone-2,https://services.gradle.org/distributions/gradle-6.5-milestone-2-bin.zip,3e269c619d1d19cbbcbd74165487a973d8ad307def9552883e601a93b60ced4b,70239e6ca1f0d5e3b2808ef6d82390cf9ad58d3a3a0d271677a51d1b89475857,97200f5d,4fcf87d
6.4.1,https://services.gradle.org/distributions/gradle-6.4.1-bin.zip,e58cdff0cee6d9b422dcd08ebeb3177bc44eaa09bd9a2e838ff74c408fe1cbcd,70239e6ca1f0d5e3b2808ef6d82390cf9ad58d3a3a0d271677a51d1b89475857,97200f5d,4fcf87d
6.4,https://services.gradle.org/distributions/gradle-6.4-bin.zip,b888659f637887e759749f6226ddfcb1cb04f828c58c41279de73c463fdbacc9,70239e6ca1f0d5e3b2808ef6d82390cf9ad58d3a3a0d271677a51d1b89475857,97200f5d,4fcf87d
6.4-rc-4,https://services.gradle.org/distributions/gradle-6.4-rc-1-bin.zip,f8e14fc40ebc468d578601cfeaef402844048ff8fc727d452e6b28922c53459c,70239e6ca1f0d5e3b2808ef6d82390cf9ad58d3a3a0d271677a51d1b89475857,97200f5d,4fcf87d
6.4-rc-3,https://services.gradle.org/distributions/gradle-6.4-rc-3-bin.zip,b80df15a8398f020e5689233d912704e42c9dc567cd32c539a3c59f8616e8954,70239e6ca1f0d5e3b2808ef6d82390cf9ad58d3a3a0d271677a51d1b89475857,97200f5d,4fcf87d
6.4-rc-2,https://services.gradle.org/distributions/gradle-6.4-rc-2-bin.zip,a74a1d4ff45e7b6f42c7384546bba2620e23a1172d4b3dcfc1418000ad5d793c,70239e6ca1f0d5e3b2808ef6d82390cf9ad58d3a3a0d271677a51d1b89475857,97200f5d,4fcf87d
6.4-rc-1,https://services.gradle.org/distributions/gradle-6.4-rc-1-bin.zip,f8e14fc40ebc468d578601cfeaef402844048ff8fc727d452e6b28922c53459c,70239e6ca1f0d5e3b2808ef6d82390cf9ad58d3a3a0d271677a51d1b89475857,97200f5d,4fcf87d
6.3,https://services.gradle.org/distributions/gradle-6.3-bin.zip,038794feef1f4745c6347107b6726279d1c824f3fc634b60f86ace1e9fbd1768,1cef53de8dc192036e7b0cc47584449b0cf570a00d560bfaa6c9eabe06e1fc06,b6a5b769,5eec2db
6.3-rc-1,https://services.gradle.org/distributions/gradle-6.3-rc-4-bin.zip,eb17f321c7892267869541962484de3c375b12dfe98dfe2a55139996d1e71aec,1cef53de8dc192036e7b0cc47584449b0cf570a00d560bfaa6c9eabe06e1fc06,b6a5b769,5eec2db
6.3-rc-2,https://services.gradle.org/distributions/gradle-6.3-rc-2-bin.zip,7431e8b723dbe8fea36b635ec578a676df5458a21faa7aaabc8279dc5f9c86dc,1cef53de8dc192036e7b0cc47584449b0cf570a00d560bfaa6c9eabe06e1fc06,b6a5b769,5eec2db
6.3-rc-3,https://services.gradle.org/distributions/gradle-6.3-rc-3-bin.zip,492b013ee962016f83a49defd221bd1fdc80003a9d50a9ad3c5f869c8f48c864,1cef53de8dc192036e7b0cc47584449b0cf570a00d560bfaa6c9eabe06e1fc06,b6a5b769,5eec2db
6.3-rc-4,https://services.gradle.org/distributions/gradle-6.3-rc-4-bin.zip,eb17f321c7892267869541962484de3c375b12dfe98dfe2a55139996d1e71aec,1cef53de8dc192036e7b0cc47584449b0cf570a00d560bfaa6c9eabe06e1fc06,b6a5b769,5eec2db
6.2.2,https://services.gradle.org/distributions/gradle-6.2.2-bin.zip,0f6ba231b986276d8221d7a870b4d98e0df76e6daf1f42e7c0baec5032fb7d17,96f793a18e056c23ffeec67c1f3bb8eccff5a4a407fc9ceac183527e7eedf4b6,b6a5b769,5eec2db
6.2.1,https://services.gradle.org/distributions/gradle-6.2.1-bin.zip,a68ca7ba57f3404c3f6fc1f70a02d3a7d78652e6b46bbfaff83fc9a17168c279,96f793a18e056c23ffeec67c1f3bb8eccff5a4a407fc9ceac183527e7eedf4b6,b6a5b769,5eec2db
6.2,https://services.gradle.org/distributions/gradle-6.2-bin.zip,b93a5f30d01195ec201e240f029c8b42d59c24086b8d1864112c83558e23cf8a,96f793a18e056c23ffeec67c1f3bb8eccff5a4a407fc9ceac183527e7eedf4b6,b6a5b769,5eec2db
6.2-rc-3,https://services.gradle.org/distributions/gradle-6.2-rc-1-bin.zip,4e40b36d619f5e7a9eb9a97d6652c062a13df828995be79137b7215c062b9139,96f793a18e056c23ffeec67c1f3bb8eccff5a4a407fc9ceac183527e7eedf4b6,b6a5b769,5eec2db
6.2-rc-2,https://services.gradle.org/distributions/gradle-6.2-rc-2-bin.zip,cf53ad90046348ab326f07b77f7362d6e8f101125ddd815e46df2f296ed2a0ee,96f793a18e056c23ffeec67c1f3bb8eccff5a4a407fc9ceac183527e7eedf4b6,b6a5b769,5eec2db
6.2-rc-1,https://services.gradle.org/distributions/gradle-6.2-rc-1-bin.zip,4e40b36d619f5e7a9eb9a97d6652c062a13df828995be79137b7215c062b9139,96f793a18e056c23ffeec67c1f3bb8eccff5a4a407fc9ceac183527e7eedf4b6,b6a5b769,5eec2db
6.1.1,https://services.gradle.org/distributions/gradle-6.1.1-bin.zip,9d94e6e4a28ad328072ef6e56bce79a810494ae756751fdcedffdeaf27c093b1,96f793a18e056c23ffeec67c1f3bb8eccff5a4a407fc9ceac183527e7eedf4b6,b6a5b769,59b7a264
6.1,https://services.gradle.org/distributions/gradle-6.1-bin.zip,d0c43d14e1c70a48b82442f435d06186351a2d290d72afd5b8866f15e6d7038a,96f793a18e056c23ffeec67c1f3bb8eccff5a4a407fc9ceac183527e7eedf4b6,b6a5b769,59b7a264
6.1-rc-3,https://services.gradle.org/distributions/gradle-6.1-rc-1-bin.zip,8262a8509cdd281ab19b87c79f03d4a5d0629f2a03a28c284203431f12c70960,96f793a18e056c23ffeec67c1f3bb8eccff5a4a407fc9ceac183527e7eedf4b6,b6a5b769,59b7a264
6.1-rc-2,https://services.gradle.org/distributions/gradle-6.1-rc-2-bin.zip,f451724e3f6157893e6efd98f91e26fbed1bac89d43fd248d4535cc918b83ee7,96f793a18e056c23ffeec67c1f3bb8eccff5a4a407fc9ceac183527e7eedf4b6,b6a5b769,59b7a264
6.1-rc-1,https://services.gradle.org/distributions/gradle-6.1-rc-1-bin.zip,8262a8509cdd281ab19b87c79f03d4a5d0629f2a03a28c284203431f12c70960,96f793a18e056c23ffeec67c1f3bb8eccff5a4a407fc9ceac183527e7eedf4b6,b6a5b769,59b7a264
6.1-milestone-1,https://services.gradle.org/distributions/gradle-6.1-milestone-3-bin.zip,31b51f1c7db4aa3927c3621a5732e777f7655f7b4d769225337c251cfbb8cdf6,3888c76faa032ea8394b8a54e04ce2227ab1f4be64f65d450f8509fe112d38ce,b6a5b769,59b7a264
6.1-milestone-2,https://services.gradle.org/distributions/gradle-6.1-milestone-2-bin.zip,3c2040ce128a323e96163eb2e87ac7a50475756f767fa7a139e0edc34447548e,3888c76faa032ea8394b8a54e04ce2227ab1f4be64f65d450f8509fe112d38ce,b6a5b769,59b7a264
6.1-milestone-3,https://services.gradle.org/distributions/gradle-6.1-milestone-3-bin.zip,31b51f1c7db4aa3927c3621a5732e777f7655f7b4d769225337c251cfbb8cdf6,3888c76faa032ea8394b8a54e04ce2227ab1f4be64f65d450f8509fe112d38ce,b6a5b769,59b7a264
6.0.1,https://services.gradle.org/distributions/gradle-6.0.1-bin.zip,d364b7098b9f2e58579a3603dc0a12a1991353ac58ed339316e6762b21efba44,28b330c20a9a73881dfe9702df78d4d78bf72368e8906c70080ab6932462fe9e,b6a5b769,59b7a264
6.0,https://services.gradle.org/distributions/gradle-6.0-bin.zip,5a3578b9f0bb162f5e08cf119f447dfb8fa950cedebb4d2a977e912a11a74b91,28b330c20a9a73881dfe9702df78d4d78bf72368e8906c70080ab6932462fe9e,b6a5b769,59b7a264
6.0-rc-3,https://services.gradle.org/distributions/gradle-6.0-rc-2-bin.zip,dbb366685bd15d08e592e384744bc19715d00203adeacf43dcf4c8c3a46b6b01,28b330c20a9a73881dfe9702df78d4d78bf72368e8906c70080ab6932462fe9e,b6a5b769,59b7a264
6.0-rc-1,https://services.gradle.org/distributions/gradle-6.0-rc-1-bin.zip,e73ab0c91f71e051f9798c6c89e0b9c0ecc95f0877e683554425c68835998509,28b330c20a9a73881dfe9702df78d4d78bf72368e8906c70080ab6932462fe9e,b6a5b769,59b7a264
6.0-rc-2,https://services.gradle.org/distributions/gradle-6.0-rc-2-bin.zip,dbb366685bd15d08e592e384744bc19715d00203adeacf43dcf4c8c3a46b6b01,28b330c20a9a73881dfe9702df78d4d78bf72368e8906c70080ab6932462fe9e,b6a5b769,59b7a264
5.6.4,https://services.gradle.org/distributions/gradle-5.6.4-bin.zip,1f3067073041bc44554d0efe5d402a33bc3d3c93cc39ab684f308586d732a80d,3dc39ad650d40f6c029bd8ff605c6d95865d657dbfdeacdb079db0ddfffedf9f,bf16f1fe,59b7a264
5.6.3,https://services.gradle.org/distributions/gradle-5.6.3-bin.zip,60a6d8f687e3e7a4bc901cc6bc3db190efae0f02f0cc697e323e0f9336f224a3,3dc39ad650d40f6c029bd8ff605c6d95865d657dbfdeacdb079db0ddfffedf9f,bf16f1fe,59b7a264
5.6.2,https://services.gradle.org/distributions/gradle-5.6.2-bin.zip,32fce6628848f799b0ad3205ae8db67d0d828c10ffe62b748a7c0d9f4a5d9ee0,3dc39ad650d40f6c029bd8ff605c6d95865d657dbfdeacdb079db0ddfffedf9f,bf16f1fe,59b7a264
5.6.1,https://services.gradle.org/distributions/gradle-5.6.1-bin.zip,0986244820e4a35d32d91df2ec4b768b5ba5d6c8246753794f85159f9963ec12,3dc39ad650d40f6c029bd8ff605c6d95865d657dbfdeacdb079db0ddfffedf9f,bf16f1fe,59b7a264
5.6,https://services.gradle.org/distributions/gradle-5.6-bin.zip,15c02ef5dd3631ec02ac52e8725703e0285d9a7eecbf4e5939aa9e924604d01d,3dc39ad650d40f6c029bd8ff605c6d95865d657dbfdeacdb079db0ddfffedf9f,bf16f1fe,59b7a264
5.6-rc-2,https://services.gradle.org/distributions/gradle-5.6-rc-1-bin.zip,e09932eeca0e94f08bf81b1b58bc199ee8b8044d553c9ed5e1a906b641ce9c90,3dc39ad650d40f6c029bd8ff605c6d95865d657dbfdeacdb079db0ddfffedf9f,bf16f1fe,59b7a264
5.6-rc-1,https://services.gradle.org/distributions/gradle-5.6-rc-1-bin.zip,e09932eeca0e94f08bf81b1b58bc199ee8b8044d553c9ed5e1a906b641ce9c90,3dc39ad650d40f6c029bd8ff605c6d95865d657dbfdeacdb079db0ddfffedf9f,bf16f1fe,59b7a264
5.5.1,https://services.gradle.org/distributions/gradle-5.5.1-bin.zip,222a03fcf2fcaf3691767ce9549f78ebd4a77e73f9e23a396899fb70b420cd00,3dc39ad650d40f6c029bd8ff605c6d95865d657dbfdeacdb079db0ddfffedf9f,a4d9e5e7,59b7a264
5.5,https://services.gradle.org/distributions/gradle-5.5-bin.zip,8d78b2ed63e7f07ad169c1186d119761c4773e681f332cfe1901045b1b0141bc,3dc39ad650d40f6c029bd8ff605c6d95865d657dbfdeacdb079db0ddfffedf9f,a4d9e5e7,59b7a264
5.5-rc-4,https://services.gradle.org/distributions/gradle-5.5-rc-1-bin.zip,7fe31cb63223b292fae0c42b124de3d8d028a3567992e9caf08a240c10d48f6c,3dc39ad650d40f6c029bd8ff605c6d95865d657dbfdeacdb079db0ddfffedf9f,8dae574,5c81a1f1
5.5-rc-3,https://services.gradle.org/distributions/gradle-5.5-rc-3-bin.zip,1d3f37c0b53084ba5e6642691a9b9fb5f588a801f8ca613f15d82042b2c7dad8,3dc39ad650d40f6c029bd8ff605c6d95865d657dbfdeacdb079db0ddfffedf9f,8dae574,5c81a1f1
5.5-rc-2,https://services.gradle.org/distributions/gradle-5.5-rc-2-bin.zip,440429bd2195030d944b8d148c0d056edb2463813a04132ee7bf7123b471858a,3dc39ad650d40f6c029bd8ff605c6d95865d657dbfdeacdb079db0ddfffedf9f,8dae574,5c81a1f1
5.5-rc-1,https://services.gradle.org/distributions/gradle-5.5-rc-1-bin.zip,7fe31cb63223b292fae0c42b124de3d8d028a3567992e9caf08a240c10d48f6c,3dc39ad650d40f6c029bd8ff605c6d95865d657dbfdeacdb079db0ddfffedf9f,8dae574,5c81a1f1
5.4.1,https://services.gradle.org/distributions/gradle-5.4.1-bin.zip,7bdbad1e4f54f13c8a78abc00c26d44dd8709d4aedb704d913fb1bb78ac025dc,3dc39ad650d40f6c029bd8ff605c6d95865d657dbfdeacdb079db0ddfffedf9f,8dae574,5c81a1f1
5.4,https://services.gradle.org/distributions/gradle-5.4-bin.zip,c8c17574245ecee9ed7fe4f6b593b696d1692d1adbfef425bef9b333e3a0e8de,3dc39ad650d40f6c029bd8ff605c6d95865d657dbfdeacdb079db0ddfffedf9f,8dae574,5c81a1f1
5.4-rc-1,https://services.gradle.org/distributions/gradle-5.4-rc-1-bin.zip,86dbc7499f0cc0810c2ca8683b5adcd0dd7841bfe14544401de0e49b885542a2,3dc39ad650d40f6c029bd8ff605c6d95865d657dbfdeacdb079db0ddfffedf9f,8dae574,5c81a1f1
5.3.1,https://services.gradle.org/distributions/gradle-5.3.1-bin.zip,1c59a17a054e9c82f0dd881871c9646e943ec4c71dd52ebc6137d17f82337436,3dc39ad650d40f6c029bd8ff605c6d95865d657dbfdeacdb079db0ddfffedf9f,8dae574,5c81a1f1
5.3,https://services.gradle.org/distributions/gradle-5.3-bin.zip,bed2bdd3955be5a09ca7e0201e9d131f194f7f6c466e1795a733733ccfb09f25,3dc39ad650d40f6c029bd8ff605c6d95865d657dbfdeacdb079db0ddfffedf9f,8dae574,5c81a1f1
5.3-rc-3,https://services.gradle.org/distributions/gradle-5.3-rc-1-bin.zip,5650e801e191cc8f12f6ea3f27e081ad0a0012d44d53ba226b7c148d3282956c,3dc39ad650d40f6c029bd8ff605c6d95865d657dbfdeacdb079db0ddfffedf9f,8dae574,5c81a1f1
5.3-rc-2,https://services.gradle.org/distributions/gradle-5.3-rc-2-bin.zip,4110201a819b28600bfe06ef02950c6b749616c2197ed0da2514451a378c709b,3dc39ad650d40f6c029bd8ff605c6d95865d657dbfdeacdb079db0ddfffedf9f,8dae574,5c81a1f1
5.3-rc-1,https://services.gradle.org/distributions/gradle-5.3-rc-1-bin.zip,5650e801e191cc8f12f6ea3f27e081ad0a0012d44d53ba226b7c148d3282956c,3dc39ad650d40f6c029bd8ff605c6d95865d657dbfdeacdb079db0ddfffedf9f,8dae574,5c81a1f1
5.2.1,https://services.gradle.org/distributions/gradle-5.2.1-bin.zip,748c33ff8d216736723be4037085b8dc342c6a0f309081acf682c9803e407357,76b12da7f4a7cdd025e5996811a2e49bf5df0fb62d72554ab555c0e434b63aae,5aac1e11,22edc5d0
5.2,https://services.gradle.org/distributions/gradle-5.2-bin.zip,ff322863250159595e93b5a4d17a6f0d21c59a1a0497c1e1cf1d53826485503f,76b12da7f4a7cdd025e5996811a2e49bf5df0fb62d72554ab555c0e434b63aae,5aac1e11,22edc5d0
5.2-rc-1,https://services.gradle.org/distributions/gradle-5.2-rc-1-bin.zip,9e882e3899d7ef999f862f71a4a7494505a9a3f87c1cea427a3ae44941b94c70,76b12da7f4a7cdd025e5996811a2e49bf5df0fb62d72554ab555c0e434b63aae,5aac1e11,22edc5d0
5.1.1,https://services.gradle.org/distributions/gradle-5.1.1-bin.zip,4953323605c5d7b89e97d0dc7779e275bccedefcdac090aec123375eae0cc798,76b12da7f4a7cdd025e5996811a2e49bf5df0fb62d72554ab555c0e434b63aae,5aac1e11,22edc5d0
5.1,https://services.gradle.org/distributions/gradle-5.1-bin.zip,7506638a380092a0406364c79d6c87d03d23017fc25a5770379d1ce23c3fcd4d,76b12da7f4a7cdd025e5996811a2e49bf5df0fb62d72554ab555c0e434b63aae,5aac1e11,22edc5d0
5.1-rc-2,https://services.gradle.org/distributions/gradle-5.1-rc-3-bin.zip,aba05e1d60c4b976e8bb9ea1911aaa8b19783cdc63e788320fcb75e9613ba45d,76b12da7f4a7cdd025e5996811a2e49bf5df0fb62d72554ab555c0e434b63aae,5aac1e11,22edc5d0
5.1-rc-1,https://services.gradle.org/distributions/gradle-5.1-rc-1-bin.zip,160b5b497b076c8d490fd7f2de6d389db4972dc495d5b86e5713ebdf63bf47fd,76b12da7f4a7cdd025e5996811a2e49bf5df0fb62d72554ab555c0e434b63aae,5aac1e11,22edc5d0
5.1-rc-3,https://services.gradle.org/distributions/gradle-5.1-rc-3-bin.zip,aba05e1d60c4b976e8bb9ea1911aaa8b19783cdc63e788320fcb75e9613ba45d,76b12da7f4a7cdd025e5996811a2e49bf5df0fb62d72554ab555c0e434b63aae,5aac1e11,22edc5d0
5.1-milestone-1,https://services.gradle.org/distributions/gradle-5.1-milestone-1-bin.zip,f7f38376ef3cf461eaf4da9d7abf4a9a4325cbbc93fbe19efbdb2f35c4171757,8ff6bee43c55efc0cce9e1147860a76fc970398fbef587e64b6e7a5a7e0291df,5aac1e11,22edc5d0
5.0,https://services.gradle.org/distributions/gradle-5.0-bin.zip,6157ac9f3410bc63644625b3b3e9e96c963afd7910ae0697792db57813ee79a6,f1a597a1f2b23089deec11d5b924d074f9e4ed810f2093be7021ded01c8073ad,5aac1e11,22edc5d0
5.0-rc-2,https://services.gradle.org/distributions/gradle-5.0-rc-1-bin.zip,6494ddd4191b99d1a5e8d31fc179d1cab68631ebbac9adfcaa229f56496c5427,,5aac1e11,22edc5d0
5.0-rc-3,https://services.gradle.org/distributions/gradle-5.0-rc-3-bin.zip,684a20ad90fc0d133c7b03da392c21e2a211b5df32faacb9f72e6847628aea20,,5aac1e11,22edc5d0
5.0-rc-4,https://services.gradle.org/distributions/gradle-5.0-rc-4-bin.zip,414d6ffa6a4ec14355eb78b7577576ab63d07658ac640ec41b5e63b573400de0,,5aac1e11,22edc5d0
5.0-rc-5,https://services.gradle.org/distributions/gradle-5.0-rc-5-bin.zip,369ff446973f5309c550b9ef543d5cdf45470a0db20e3f6c00dcca122faa045d,,5aac1e11,22edc5d0
5.0-rc-1,https://services.gradle.org/distributions/gradle-5.0-rc-1-bin.zip,6494ddd4191b99d1a5e8d31fc179d1cab68631ebbac9adfcaa229f56496c5427,,5aac1e11,22edc5d0
5.0-milestone-1,https://services.gradle.org/distributions/gradle-5.0-milestone-1-bin.zip,0c4e5366b479934844da39c156c20d509f6b2c40b978c10598221fd591c0cf57,,5aac1e11,22edc5d0
4.10.3,https://services.gradle.org/distributions/gradle-4.10.3-bin.zip,8626cbf206b4e201ade7b87779090690447054bc93f052954c78480fa6ed186e,660ab018b8e319e9ae779fdb1b7ac47d0321bde953bf0eb4545f14952cfdcaa3,5aac1e11,22edc5d0
4.10.2,https://services.gradle.org/distributions/gradle-4.10.2-bin.zip,b49c6da1b2cb67a0caf6c7480630b51c70a11ca2016ff2f555eaeda863143a29,ad63ba21fb91e490e0f6fd0ca7d4049241f0f68a454b0b3075c041c4554e611c,5aac1e11,22edc5d0
4.10.1,https://services.gradle.org/distributions/gradle-4.10.1-bin.zip,e53ce3a01cf016b5d294eef20977ad4e3c13e761ac1e475f1ffad4c6141a92bd,d8a69ca8efe271d8de080c42a2ea4b08fc9e85c41aa2d163255c70d9da239db0,5aac1e11,22edc5d0
4.10,https://services.gradle.org/distributions/gradle-4.10-bin.zip,248cfd92104ce12c5431ddb8309cf713fe58de8e330c63176543320022f59f18,778e7f46bd67eaea2de5bcbdbb40878c6614656014ba59a72ce8648eaf43a925,5aac1e11,22edc5d0
4.10-rc-1,https://services.gradle.org/distributions/gradle-4.10-rc-2-bin.zip,e90d3c32910e259814bcca82b3911172ecca1ff1ab5ed69b4de3c1df8b378b40,,5aac1e11,22edc5d0
4.10-rc-3,https://services.gradle.org/distributions/gradle-4.10-rc-3-bin.zip,4e5f3a2e0c4f1f0313211253d799dd66570afdf0ebb3d785ee97a97d942c632d,,5aac1e11,22edc5d0
4.10-rc-2,https://services.gradle.org/distributions/gradle-4.10-rc-2-bin.zip,e90d3c32910e259814bcca82b3911172ecca1ff1ab5ed69b4de3c1df8b378b40,,5aac1e11,22edc5d0
4.9,https://services.gradle.org/distributions/gradle-4.9-bin.zip,e66e69dce8173dd2004b39ba93586a184628bc6c28461bc771d6835f7f9b0d28,e55e7e47a79e04c26363805b31e2f40b7a9cc89ea12113be7de750a3b2cede85,5aac1e11,22edc5d0
4.9-rc-2,https://services.gradle.org/distributions/gradle-4.9-rc-1-bin.zip,52e32ccfa4edc679e6bfad93e0f9fcd6358dc39dfb7bf8f2e1222b8d18ead359,,5aac1e11,22edc5d0
4.9-rc-1,https://services.gradle.org/distributions/gradle-4.9-rc-1-bin.zip,52e32ccfa4edc679e6bfad93e0f9fcd6358dc39dfb7bf8f2e1222b8d18ead359,,5aac1e11,22edc5d0
4.8.1,https://services.gradle.org/distributions/gradle-4.8.1-bin.zip,af334d994b5e69e439ab55b5d2b7d086da5ea6763d78054f49f147b06370ed71,080e30657661539701b66827b96eb0043191e0a7a73090e8a57bd6735e5af5c5,5aac1e11,22edc5d0
4.8,https://services.gradle.org/distributions/gradle-4.8-bin.zip,f3e29692a8faa94eb0b02ebf36fa263a642b3ae8694ef806c45c345b8683f1ba,4160d5a6d8d6efc6af336582bbbba8194e4d7a742835f7b0fd3964cbd419c994,5aac1e11,22edc5d0
4.8-rc-3,https://services.gradle.org/distributions/gradle-4.8-rc-2-bin.zip,a89682f4c2ec77a2b49ca139628e95de7b7648552643edd2ea3988cbd0a0a07b,,5aac1e11,22edc5d0
4.8-rc-1,https://services.gradle.org/distributions/gradle-4.8-rc-1-bin.zip,c6ba15fbb51ac0c8b370dfd3a239c3b48b1cee5bbfdf5597cb586a216f8690b0,,5aac1e11,22edc5d0
4.8-rc-2,https://services.gradle.org/distributions/gradle-4.8-rc-2-bin.zip,a89682f4c2ec77a2b49ca139628e95de7b7648552643edd2ea3988cbd0a0a07b,,5aac1e11,22edc5d0
4.7,https://services.gradle.org/distributions/gradle-4.7-bin.zip,fca5087dc8b50c64655c000989635664a73b11b9bd3703c7d6cabd31b7dcdb04,7d6fe0a055f133226409de2457fb0e887d1f6b096f36c8d5fd76fb7a9357cd45,5aac1e11,22edc5d0
4.7-rc-1,https://services.gradle.org/distributions/gradle-4.7-rc-2-bin.zip,b9289ecb1f9ce8bc325ce71805ee779f3e03da22e394deced6e682cd6297d110,,5aac1e11,22edc5d0
