ecosystem,packageName,name,displayName,description,recipeCount,category1,category2,category1Description,category2Description
maven,org.openrewrite:rewrite-ruby,org.openrewrite.ruby.migrate.CharacterLiteralToString,Write character literals as strings,"In Ruby 1.9 and later, characters are simply strings of length 1. That is, the literal `?A` is the same as the literal `'A'`, and there is really no need for the character literal syntax in new code.",1,Migrate,Ruby,,Recipes to search and transform [Ruby](https://www.ruby-lang.org/).
maven,org.openrewrite:rewrite-ruby,org.openrewrite.ruby.migrate.UpgradeToRuby1_9,Migrate to Ruby 1.9,"This recipe will apply changes commonly needed when migrating to Ruby 1.9.",2,Migrate,Ruby,,Recipes to search and transform [Ruby](https://www.ruby-lang.org/).
