ecosystem,packageName,name,displayName,description,recipeCount,category1,category2,category1Description,category2Description,options,dataTables
maven,org.openrewrite:rewrite-go,org.openrewrite.golang.RegenerateGoSum,Regenerate `go.sum`,"Regenerate a Go module's `go.sum` from its `go.mod` by running `go mod download`, recomputing checksums for the whole module graph, including creating it when absent. Useful after a dependency version change to bring `go.sum` back in sync. Requires the `go` toolchain to be installed; otherwise `go.sum` is left unchanged.",1,,Go,,Recipes to search and transform Go.,,
maven,org.openrewrite:rewrite-go,org.openrewrite.golang.search.DependencyInsight,Go dependency insight,Find direct and transitive Go module dependencies matching a module path pattern. Results include dependencies that either directly match or transitively include a matching dependency.,1,Search,Go,,Recipes to search and transform Go.,"[{""name"":""modulePattern"",""type"":""String"",""displayName"":""Module pattern"",""description"":""A glob pattern to match Go module paths. Use `*` as a wildcard."",""example"":""github.com/google/*"",""required"":true},{""name"":""version"",""type"":""String"",""displayName"":""Version"",""description"":""Match only dependencies with the specified version. An exact version or a version range (see the [version selector syntax](https://docs.openrewrite.org/reference/dependency-version-selectors)) may be used. All versions are searched by default."",""example"":""1.x""},{""name"":""onlyDirect"",""type"":""Boolean"",""displayName"":""Only direct"",""description"":""If enabled, transitive dependencies will not be considered. All dependencies are searched by default."",""example"":""true""}]","[{""name"":""org.openrewrite.golang.table.GoDependenciesInUse"",""displayName"":""Go dependencies in use"",""instanceName"":""Go dependencies in use"",""description"":""Direct and transitive dependencies in use in Go modules."",""columns"":[{""name"":""modulePath"",""type"":""String"",""displayName"":""Module path"",""description"":""The module path of the project that contains the dependency (from the `module` directive in go.mod).""},{""name"":""projectPath"",""type"":""String"",""displayName"":""Project path"",""description"":""The path to the go.mod file.""},{""name"":""dependencyModule"",""type"":""String"",""displayName"":""Dependency module"",""description"":""The module path of the Go dependency.""},{""name"":""version"",""type"":""String"",""displayName"":""Version"",""description"":""The resolved version of the dependency.""},{""name"":""versionConstraint"",""type"":""String"",""displayName"":""Version constraint"",""description"":""The version as declared in the `require` directive in go.mod.""},{""name"":""direct"",""type"":""Boolean"",""displayName"":""Direct"",""description"":""Whether this is a direct dependency (true) or a transitive dependency (false).""},{""name"":""count"",""type"":""Integer"",""displayName"":""Count"",""description"":""How many times this dependency appears in the dependency graph.""}]}]"
